# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/roadmap_histones/subsets/filtered/enhancers_filtered_600_2.bed data/roadmap_histones/subsets/filtered/promoters_filtered_600_2.bed 2018-08-17 19:04:47.827508
#
#
#

spectrum6
F1                   0.582 (10)
WRACC                0.169 (10)
accuracy             0.585 (10)
balanced_err         0.415 (10)
cross_corr           0.169 (10)
error_rate           0.415 (10)
pr_auc               0.613 (10)
precision            0.586 (10)
recall               0.579 (10)
roc_auc              0.620 (10)
specificity          0.590 (10)

