# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/fantom_enh/subset/fantom_600bp_promMatch_1.bed data/fantom_prom/subset/int_prom_600_1.bed 2017-03-30 10:35:06.044381
#
#
#

spectrum6
F1                   0.810 (10)
WRACC                0.577 (10)
accuracy             0.789 (10)
balanced_err         0.211 (10)
cross_corr           0.592 (10)
error_rate           0.211 (10)
pr_auc               0.833 (10)
precision            0.736 (10)
recall               0.900 (10)
roc_auc              0.866 (10)
specificity          0.677 (10)

