# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/roadmap_histones/subsets/filtered/enhancers_filtered_600_8.bed data/roadmap_histones/subsets/filtered/promoters_filtered_600_8.bed 2018-08-18 23:19:12.742693
#
#
#

spectrum6
F1                   0.612 (10)
WRACC                0.205 (10)
accuracy             0.602 (10)
balanced_err         0.398 (10)
cross_corr           0.205 (10)
error_rate           0.398 (10)
pr_auc               0.619 (10)
precision            0.598 (10)
recall               0.627 (10)
roc_auc              0.637 (10)
specificity          0.578 (10)

