# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/fantom_enh/subset/fantom_600bp_promMatch_8.bed data/fantom_prom/subset/int_prom_600_8.bed 2017-03-30 13:37:19.930649
#
#
#

spectrum6
F1                   0.810 (10)
WRACC                0.581 (10)
accuracy             0.791 (10)
balanced_err         0.209 (10)
cross_corr           0.595 (10)
error_rate           0.209 (10)
pr_auc               0.832 (10)
precision            0.741 (10)
recall               0.895 (10)
roc_auc              0.860 (10)
specificity          0.686 (10)

