# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/roadmap_histones/subsets/filtered/promoters_filtered_600_10.bed data/roadmap_histones/subsets/filtered/enhancers_filtered_600_10.bed 2018-08-19 06:40:55.063029
#
#
#

spectrum6
F1                   0.560 (10)
WRACC                0.127 (10)
accuracy             0.564 (10)
balanced_err         0.436 (10)
cross_corr           0.127 (10)
error_rate           0.436 (10)
pr_auc               0.583 (10)
precision            0.565 (10)
recall               0.555 (10)
roc_auc              0.589 (10)
specificity          0.572 (10)

