# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/fantom_prom/subset/int_prom_600_6.bed data/fantom_enh/subset/fantom_600bp_promMatch_6.bed 2017-03-30 12:58:00.062399
#
#
#

spectrum6
F1                   0.760 (10)
WRACC                0.571 (10)
accuracy             0.786 (10)
balanced_err         0.214 (10)
cross_corr           0.585 (10)
error_rate           0.214 (10)
pr_auc               0.870 (10)
precision            0.862 (10)
recall               0.680 (10)
roc_auc              0.853 (10)
specificity          0.892 (10)

