# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/roadmap_histones/subsets/filtered/enhancers_filtered_600_4.bed data/roadmap_histones/subsets/filtered/promoters_filtered_600_4.bed 2018-08-18 04:30:58.717449
#
#
#

spectrum6
F1                   0.619 (10)
WRACC                0.213 (10)
accuracy             0.607 (10)
balanced_err         0.394 (10)
cross_corr           0.214 (10)
error_rate           0.394 (10)
pr_auc               0.625 (10)
precision            0.600 (10)
recall               0.639 (10)
roc_auc              0.643 (10)
specificity          0.574 (10)

