# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/roadmap_histones/subsets/filtered/promoters_filtered_600_9.bed data/roadmap_histones/subsets/filtered/enhancers_filtered_600_9.bed 2018-08-19 01:43:32.297866
#
#
#

spectrum6
F1                   0.566 (10)
WRACC                0.146 (10)
accuracy             0.573 (10)
balanced_err         0.427 (10)
cross_corr           0.146 (10)
error_rate           0.427 (10)
pr_auc               0.607 (10)
precision            0.575 (10)
recall               0.557 (10)
roc_auc              0.608 (10)
specificity          0.589 (10)

