# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/fantom_prom/subset/int_prom_600_2.bed data/fantom_enh/subset/fantom_600bp_promMatch_2.bed 2017-03-30 11:14:44.717151
#
#
#

spectrum6
F1                   0.769 (10)
WRACC                0.584 (10)
accuracy             0.792 (10)
balanced_err         0.208 (10)
cross_corr           0.596 (10)
error_rate           0.208 (10)
pr_auc               0.883 (10)
precision            0.866 (10)
recall               0.691 (10)
roc_auc              0.866 (10)
specificity          0.893 (10)

