# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/fantom_enh/subset/fantom_600bp_promMatch_4.bed data/fantom_prom/subset/int_prom_600_4.bed 2017-03-30 11:53:36.758696
#
#
#

spectrum6
F1                   0.812 (10)
WRACC                0.588 (10)
accuracy             0.794 (10)
balanced_err         0.206 (10)
cross_corr           0.599 (10)
error_rate           0.206 (10)
pr_auc               0.841 (10)
precision            0.746 (10)
recall               0.891 (10)
roc_auc              0.869 (10)
specificity          0.696 (10)

