# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/roadmap_histones/subsets/filtered/enhancers_filtered_600_5.bed data/roadmap_histones/subsets/filtered/promoters_filtered_600_5.bed 2018-08-18 09:07:09.444986
#
#
#

spectrum6
F1                   0.604 (10)
WRACC                0.196 (10)
accuracy             0.598 (10)
balanced_err         0.402 (10)
cross_corr           0.196 (10)
error_rate           0.402 (10)
pr_auc               0.614 (10)
precision            0.595 (10)
recall               0.614 (10)
roc_auc              0.631 (10)
specificity          0.582 (10)

