# bin/evaluate_enhancer_prediction_shogun.py data/classifier_config/MKL_1kern_spectrum6.classifier_config data/fantom_prom/subset/int_prom_600_1.bed data/fantom_enh/subset/fantom_600bp_promMatch_1.bed 2017-03-30 10:48:28.572393
#
#
#

spectrum6
F1                   0.764 (10)
WRACC                0.582 (10)
accuracy             0.791 (10)
balanced_err         0.209 (10)
cross_corr           0.598 (10)
error_rate           0.209 (10)
pr_auc               0.883 (10)
precision            0.878 (10)
recall               0.677 (10)
roc_auc              0.863 (10)
specificity          0.905 (10)

